id,ime
136,Johnny Depp
137,Bo Derek
138,Leonardo DiCaprio
139,Cameron Diaz
140,Michael Douglas
141,David Duchovny
142,Clint Eastwood
143,Erika Eleniak
144,Cary Elwes
145,Sherilyn Fenn
146,Ralph Fiennes
147,Colin Firth
148,Harrison Ford
149,Jodie Foster
150,Michael J. Fox
151,Morgan Freeman
152,Richard Gere
153,Gina Gershon
154,Mel Gibson
155,Whoopi Goldberg
156,Jeff Goldblum
157,Linda Hamilton
158,Tom Hanks
159,Teri Hatcher
160,Ethan Hawke
161,Salma Hayek
162,Anne Heche
163,Dustin Hoffman
164,Anthony Hopkins
165,Ron Howard
166,Helen Hunt
167,Elizabeth Hurley
168,Samuel L. Jackson
169,Tommy Lee Jones
170,Milla Jovovich
171,Ashley Judd
172,Harvey Keitel
173,Nicole Kidman
174,Val Kilmer
175,Stephen King
176,Nastassja Kinski
177,Kevin Kline
178,Diane Lane
179,Jude Law
180,David Lean
181,Heather Locklear
182,Jennifer Lopez
183,Traci Lords
184,George Lucas
185,Dolph Lundgren
186,David Lynch
187,Madonna
188,Steve Martin
190,Matthew McConaughey
191,Ewan McGregor
192,Alyssa Milano
193,Demi Moore
194,Julianne Moore
195,Bill Murray
196,Mike Myers
197,Jack Nicholson
198,Gary Oldman
199,Al Pacino
200,Bill Paxton
201,Michelle Pfeiffer
202,Ryan Phillippe
203,River Phoenix
204,Natalie Portman
205,Parker Posey
206,Keanu Reeves
207,Christina Ricci
208,Molly Ringwald
209,Tim Robbins
210,Julia Roberts
211,Mimi Rogers
212,Meg Ryan
213,Winona Ryder
214,Mia Sara
215,Susan Sarandon
216,Arnold Schwarzenegger
217,Martin Scorsese
218,Kristin Scott Thomas
219,Steven Seagal
220,Joan Severance
221,Charlie Sheen
222,Brooke Shields
223,Elisabeth Shue
224,Alicia Silverstone
225,Christian Slater
226,Will Smith
227,Mira Sorvino
228,Kevin Spacey
229,Steven Spielberg
230,Sylvester Stallone
231,Oliver Stone
232,Sharon Stone
233,Quentin Tarantino
234,Charlize Theron
235,Uma Thurman
236,Jennifer Tilly
237,John Travolta
239,Liv Tyler
240,Skeet Ulrich
241,Jean-Claude Van Damme
242,Mark Wahlberg
243,Denzel Washington
244,Sigourney Weaver
245,Robin Williams
246,Bruce Willis
247,John Woo
248,Edward D. Wood Jr.
249,James Woods
250,Renée Zellweger
254,Isabelle Adjani
255,Ben Affleck
256,Jenny Agutter
257,Alan Alda
260,Joan Allen
261,Karen Allen
262,Nancy Allen
263,Kirstie Alley
264,Pedro Almodóvar
265,Robert Altman
266,Ursula Andress
267,Julie Andrews
268,Ann-Margret
269,Jean-Jacques Annaud
270,Gabrielle Anwar
271,Anne Archer
272,Fanny Ardant
273,Alan Arkin
274,David Arquette
275,Rosanna Arquette
276,Sean Astin
277,Richard Attenborough
278,Pernilla August
279,Hank Azaria
280,Catherine Bach
281,Scott Baio
284,Adam Baldwin
285,Alec Baldwin
286,Stephen Baldwin
287,William Baldwin
288,Christian Bale
289,Ellen Barkin
291,Angela Bassett
293,Sean Bean
294,Amanda Bearse
295,Kate Beckinsale
296,Robert Beltran
297,Tom Berenger
298,Candice Bergen
299,Michael Biehn
300,Juliette Binoche
301,Thora Birch
302,Jacqueline Bisset
303,Honor Blackman
304,Linda Blair
305,Mel Blanc
306,Brian Blessed
307,Helena Bonham Carter
308,Ernest Borgnine
309,David Bowie
310,Bruce Boxleitner
312,Amy Brenneman
313,Jeff Bridges
314,Charles Bronson
315,Louise Brooks
316,Mel Brooks
317,Clancy Brown
318,Tim Burton
319,Yancy Butler
320,Luis Buñuel
321,Gabriel Byrne
322,Emmanuelle Béart
323,Michael Caine
324,Barbara Carrera
325,David Caruso
326,Kim Cattrall
327,Lacey Chabert
328,Richard Chamberlain
329,Jackie Chan
330,Stockard Channing
331,Chevy Chase
332,Don Cheadle
333,Cher
334,Yun-Fat Chow
335,Glenn Close
336,James Coburn
337,Rachael Leigh Cook
338,Francis Ford Coppola
339,Roger Corman
340,Cindy Crawford
341,Michael Crichton
342,James Cromwell
343,David Cronenberg
344,Denise Crosby
345,Billy Crystal
346,Macaulay Culkin
347,Tim Curry
348,Tony Curtis
349,Joan Cusack
350,Beverly D'Angelo
352,Vincent D'Onofrio
353,Willem Dafoe
354,Matt Damon
357,Lolita Davidovich
358,Daniel Day-Lewis
360,Rebecca De Mornay
361,Brian De Palma
362,Danny DeVito
363,Loren Dean
364,Sandra Dee
365,Julie Delpy
366,Catherine Deneuve
367,Gérard Depardieu
368,Laura Dern
369,Matt Dillon
372,Amanda Donohoe
374,Brad Dourif
375,Robert Downey Jr.
376,Fran Drescher
377,Richard Dreyfuss
378,Minnie Driver
379,Kirsten Dunst
380,Robert Duvall
381,Anthony Edwards
382,Atom Egoyan
383,Jennifer Ehle
384,Danny Elfman
385,Sam Elliott
386,Roland Emmerich
387,Robert Englund
388,R. Lee Ermey
389,Emilio Estevez
391,Rupert Everett
393,Peter Falk
394,Chris Farley
395,Terry Farrell
396,Farrah Fawcett
397,Corey Feldman
398,Sally Field
399,David Fincher
400,Linda Fiorentino
401,Laurence Fishburne
402,Carrie Fisher
403,Bridget Fonda
404,Jane Fonda
405,Michelle Forbes
406,John Ford
407,Vivica A. Fox
408,Jonathan Frakes
409,Brendan Fraser
410,Stephen Fry
411,Edward Furlong
412,Andy Garcia
413,Janeane Garofalo
414,Teri Garr
415,Jami Gertz
416,Terry Gilliam
417,Crispin Glover
418,Danny Glover
419,Jean-Luc Godard
420,Valeria Golino
421,Cuba Gooding Jr.
422,John Goodman
424,Hugh Grant
425,Peter Greenaway
426,Jennifer Grey
427,Pam Grier
428,D.W. Griffith
429,Melanie Griffith
430,Steve Guttenberg
431,Taylor Hackford
432,Gene Hackman
433,Corey Haim
434,Mark Hamill
435,Daryl Hannah
436,Curtis Hanson
437,Woody Harrelson
438,Ed Harris
439,Neil Patrick Harris
441,Noah Hathaway
442,Rutger Hauer
443,Goldie Hawn
444,Glenne Headly
445,Dan Hedaya
446,Mariel Hemingway
447,Marilu Henner
448,Lance Henriksen
449,Natasha Henstridge
450,Philip Seymour Hoffman
451,Gaby Hoffmann
452,Lauren Holly
453,Ian Holm
454,Dennis Hopper
455,John Hughes
456,Holly Hunter
457,John Hurt
458,William Hurt
459,Timothy Hutton
460,Jeremy Irons
461,Michael Ironside
463,Famke Janssen
464,Jim Jarmusch
466,Jean-Pierre Jeunet
467,Don Johnson
468,Lynn-Holly Johnson
469,James Earl Jones
470,Jeffrey Jones
471,Raul Julia
472,Boris Karloff
473,Diane Keaton
474,Michael Keaton
475,Patsy Kensit
476,Sally Kirkland
477,Mia Kirshner
478,Tawny Kitaen
480,Elias Koteas
481,Alice Krige
482,Sylvia Kristel
483,Christopher Lambert
484,John Landis
485,Fritz Lang
486,Heather Langenkamp
487,Ang Lee
488,Brandon Lee
489,Christopher Lee
490,Spike Lee
491,John Leguizamo
492,Jennifer Jason Leigh
493,Jack Lemmon
494,Robert Sean Leonard
495,Téa Leoni
496,Juliette Lewis
497,Jennifer Lien
498,Matthew Lillard
499,Bai Ling
500,Richard Linklater
501,Ray Liotta
502,Christopher Lloyd
504,Amy Locane
505,Nia Long
506,Julia Louis-Dreyfus
507,Rob Lowe
508,Carey Lowell
509,Bela Lugosi
510,Andie MacDowell
511,Shirley MacLaine
512,Elle Macpherson
513,William H. Macy
514,Michael Madsen
515,Virginia Madsen
517,Terrence Malick
518,John Malkovich
519,David Mamet
520,Michael Mann
521,Sophie Marceau
523,Julianna Margulies
524,Mary Stuart Masterson
525,Heather Matarazzo
526,Samantha Mathis
527,Walter Matthau
528,Mathilda May
529,Debi Mazar
530,Andrew McCarthy
531,Frances McDormand
532,Malcolm McDowell
534,Kelly McGillis
535,Rose McGowan
537,Steve McQueen
538,Colm Meaney
539,Dina Meyer
540,Russ Meyer
541,Bette Midler
542,Penelope Ann Miller
543,Sal Mineo
545,Helen Mirren
546,Matthew Modine
547,Alfred Molina
549,Roger Moore
551,Dermot Mulroney
552,Eddie Murphy
553,Liam Neeson
554,Sam Neill
555,Judd Nelson
556,Olivia Newton-John
557,Brigitte Nielsen
558,Leslie Nielsen
559,Leonard Nimoy
560,Nick Nolte
562,Jeremy Northam
563,Chris O'Donnell
564,Peter O'Toole
565,Lena Olin
566,Julia Ormond
568,Frank Oz
569,Gwyneth Paltrow
570,Alan Parker
571,Mary-Louise Parker
572,Sarah Jessica Parker
573,Dolly Parton
574,Jason Patric
575,Alexandra Paul
576,Sean Penn
577,George Peppard
578,Anthony Perkins
579,Ron Perlman
581,Joseph L. Mankiewicz
582,Joe Pesci
583,Wolfgang Petersen
584,Amanda Peterson
586,Jada Pinkett Smith
587,Donald Pleasence
591,Roman Polanski
592,Pete Postlethwaite
593,Kelly Preston
596,Jonathan Pryce
597,Bill Pullman
598,Dennis Quaid
599,Kathleen Quinlan
600,Sam Raimi
601,Harold Ramis
602,Robert Redford
603,Vanessa Redgrave
604,John C. Reilly
605,Brad Renfro
606,Jean Reno
607,Paul Reubens
608,Burt Reynolds
609,Ving Rhames
610,Giovanni Ribisi
612,Denise Richards
613,Joely Richardson
614,Alan Rickman
615,John Ritter
616,Eric Roberts
617,Tanya Roberts
618,Isabella Rossellini
619,Tim Roth
620,Mickey Rourke
621,Kurt Russell
622,Theresa Russell
623,Rene Russo
624,Laura San Giacomo
625,Fred Savage
626,John Sayles
627,Greta Scacchi
628,Johnathon Schaech
630,Liev Schreiber
631,Ridley Scott
632,Jerry Seinfeld
633,Tom Selleck
634,Peter Sellers
635,Yahoo Serious
637,Tupac Shakur
638,William Shatner
639,Ally Sheedy
640,Martin Sheen
641,Gary Sinise
643,Tom Skerritt
644,Helen Slater
648,Wesley Snipes
649,Paul Sorvino
650,Talisa Soto
651,Sissy Spacek
652,James Spader
653,Brent Spiner
654,Terence Stamp
655,Eric Stoltz
656,Madeleine Stowe
657,David Strathairn
658,Meryl Streep
659,Barbra Streisand
660,Tami Stronach
661,Donald Sutherland
662,Kiefer Sutherland
663,Dominique Swain
664,Patrick Swayze
665,D.B. Sweeney
666,Lili Taylor
667,David Thewlis
668,Emma Thompson
669,Fred Thompson
670,Lea Thompson
671,Billy Bob Thornton
672,Meg Tilly
673,Marisa Tomei
674,Tamlyn Tomita
675,Jeanne Tripplehorn
676,Chris Tucker
677,Robin Tunney
678,Kathleen Turner
679,Deborah Kara Unger
680,Casper Van Dien
681,Vince Vaughn
682,Paul Verhoeven
683,Gore Vidal
685,Jon Voight
686,Christopher Walken
687,J.T. Walsh
688,Sela Ward
689,Julie Warner
690,Lesley Ann Warren
691,John Waters
693,Peter Weller
694,Wim Wenders
695,Joanne Whalley
696,Wil Wheaton
697,Billy Wilder
698,Gene Wilder
699,Michael Wincott
700,Debra Winger
701,Kate Winslet
702,Reese Witherspoon
703,BD Wong
704,Elijah Wood
705,Robin Wright
706,Michelle Yeoh
707,Sean Young
708,Billy Zane
709,Robert Zemeckis
715,Caroline Aaron
717,Kareem Abdul-Jabbar
718,Ian Abercrombie
719,F. Murray Abraham
720,Jim Abrahams
721,Victoria Abril
722,Joss Ackland
724,Brooke Adams
725,Joey Lauren Adams
726,Maud Adams
727,Percy Adlon
728,Mario Adorf
729,Casey Affleck
730,John Agar
731,Brian Aherne
732,Danny Aiello
733,Anouk Aimée
734,Eddie Albert
736,Robert Aldrich
737,Jane Alexander
741,Tim Allen
742,June Allyson
744,Maria Conchita Alonso
746,Trini Alvarado
747,Don Ameche
749,Mädchen Amick
750,Jon Amiel
751,Suzy Amis
752,Judith Anderson
754,Kevin Anderson
755,Lindsay Anderson
756,Loni Anderson
757,Melissa Sue Anderson
758,Melody Anderson
759,Paul Thomas Anderson
761,Bibi Andersson
763,Dana Andrews
766,Theodoros Angelopoulos
767,Jean-Hugues Anglade
768,Francesca Annis
770,David Anspaugh
771,Lysette Anthony
774,Michelangelo Antonioni
775,Christina Applegate
776,Michael Apted
777,Gregg Araki
778,Alfonso Arau
780,Denys Arcand
781,Eve Arden
782,Asia Argento
783,Dario Argento
784,Pedro Armendáriz
786,George Armitage
787,Bess Armstrong
788,Gillian Armstrong
790,James Arness
791,Jack Arnold
792,Tom Arnold
793,Alexis Arquette
795,Jean Arthur
796,Dana Ashbrook
797,Hal Ashby
798,Linden Ashby
799,Edward Asner
800,Armand Assante
801,Olivier Assayas
802,Mary Astor
803,Christopher Atkins
804,Stéphane Audran
805,Claudine Auger
806,Bille August
808,Paul Auster
809,Daniel Auteuil
811,Frankie Avalon
812,Roger Avary
814,John G. Avildsen
816,Jon Avnet
817,Lew Ayres
818,Shabana Azmi
819,Barbara Bach
821,Amitabh Bachchan
822,Jim Backus
824,John Badham
829,Stuart Baird
832,Diane Baker
833,Joe Don Baker
834,Kathy Baker
835,Ralph Bakshi
836,Scott Bakula
837,Bob Balaban
838,Daniel Baldwin
839,Ina Balin
840,Lucille Ball
842,Martin Balsam
843,Anne Bancroft
845,Tallulah Bankhead
846,Ian Bannen
848,Olivia Barash
849,Javier Bardem
850,Clive Barker
852,Jean-Marc Barr
853,Bruno Barreto
855,Raymond J. Barry
856,Ethel Barrymore
858,John Barrymore
859,Lionel Barrymore
860,Paul Bartel
861,Freddie Bartholomew
862,Robin Bartlett
863,Billy Barty
865,Richard Basehart
867,Jason Bateman
869,Alan Bates
870,Kathy Bates
871,Randall Batinkoff
873,Belinda Bauer
874,Steven Bauer
876,Noah Baumbach
877,Lamberto Bava
878,Mario Bava
879,Anne Baxter
881,Michael Bay
882,Nathalie Baye
884,Jennifer Beals
885,Ned Beatty
886,Warren Beatty
887,Harold Becker
888,Meret Becker
889,Bonnie Bedelia
891,Wallace Beery
892,Jason Beghe
893,Ed Begley Jr.
894,Jean-Jacques Beineix
895,Barbara Bel Geddes
896,Harry Belafonte
897,Ralph Bellamy
899,Monica Bellucci
901,Jean-Paul Belmondo
902,Jim Belushi
903,Brian Benben
904,William Bendix
905,Roberto Benigni
906,Annette Bening
907,Richard Benjamin
908,David Bennent
910,Joan Bennett
911,Nigel Bennett
912,Jack Benny
913,Robby Benson
914,Robert Benton
915,Bruce Beresford
916,Peter Berg
917,Polly Bergen
920,Patrick Bergin
921,Andrew Bergman
922,Sandahl Bergman
924,Elizabeth Berkley
925,Steven Berkoff
926,Milton Berle
928,Sandra Bernhard
929,Corbin Bernsen
931,Elizabeth Berridge
932,Halle Berry
934,Bernardo Bertolucci
937,Richard Beymer
938,Daniela Bianchi
940,Bigas Luna
941,Kathryn Bigelow
942,Theodore Bikel
944,Antonia Bird
945,Jane Birkin
947,Karen Black
948,Shane Black
949,Cate Blanchett
950,Brenda Blethyn
951,Joan Blondell
952,Hart Bochner
953,Peter Bogdanovich
954,Jon Bon Jovi
955,Ward Bond
956,Lisa Bonet
957,Jan de Bont
958,John Boorman
959,Powers Boothe
960,Barry Bostwick
961,Timothy Bottoms
962,Carole Bouquet
963,Stephen Boyd
964,Charles Boyer
965,Danny Boyle
966,Lorraine Bracco
967,Eric Braeden
968,Sônia Braga
969,Lillo Brancato
970,Jonathan Brandis
971,Nicoletta Braschi
972,Tinto Brass
973,Benjamin Bratt
974,Walter Brennan
975,Robert Bresson
976,Martin Brest
977,Beau Bridges
978,Lloyd Bridges
979,Wilford Brimley
980,Jim Broadbent
981,James Brolin
982,Josh Brolin
983,Albert Brooks
984,Avery Brooks
985,James L. Brooks
986,Bryan Brown
987,Jim Brown
989,Yul Brynner
990,Betty Buckley
991,Geneviève Bujold
993,Carol Burnett
994,Raymond Burr
995,Ellen Burstyn
996,LeVar Burton
997,Gary Busey
998,Jake Busey
999,Red Buttons
1001,James Caan
1002,Dean Cain
1003,Simon Callow
1004,Billy Campbell
1005,Jane Campion
1006,John Candy
1007,Dyan Cannon
1008,Frank Capra
1009,Kate Capshaw
1010,Capucine
1011,Irene Cara
1012,Claudia Cardinale
1013,Harry Carey Jr.
1014,Mariah Carey
1015,Robert Carlyle
1016,David Carradine
1017,John Carradine
1018,Keith Carradine
1019,Robert Carradine
1020,Katrin Cartlidge
1021,Veronica Cartwright
1022,Dana Carvey
1023,John Cassavetes
1024,Nick Cassavetes
1025,Seymour Cassel
1026,Joanna Cassidy
1028,Maxwell Caulfield
1029,Jim Caviezel
1030,John Cazale
1031,Claude Chabrol
1032,Marilyn Chambers
1033,Lon Chaney Jr.
1034,Rosalind Chao
1035,Ben Chaplin
1036,Geraldine Chaplin
1037,Graham Chapman
1038,Josh Charles
1040,Joan Chen
1041,Maggie Cheung
1042,Lois Chiles
1043,Anna Chlumsky
1044,Rae Dawn Chong
1045,Tommy Chong
1046,Julie Christie
1047,Michael Cimino
1048,Andrew Dice Clay
1049,Jill Clayburgh
1050,Montgomery Clift
1053,Ethan Coen
1054,Joel Coen
1055,Claudette Colbert
1056,Dabney Coleman
1057,Toni Collette
1058,Joan Collins
1059,Robbie Coltrane
1060,Chris Columbus
1062,Jeffrey Combs
1063,Jeff Conaway
1065,Harry Connick Jr.
1067,Jackie Coogan
1068,Sofia Coppola
1069,Bud Cort
1070,Bill Cosby
1072,Joseph Cotten
1073,Courteney Cox
1074,Ronny Cox
1075,Peter Coyote
1076,Joan Crawford
1077,Richard Crenna
1078,Bing Crosby
1079,Scatman Crothers
1080,Lindsay Crouse
1081,Cameron Crowe
1082,Billy Crudup
1083,Jon Cryer
1084,Ice Cube
1085,Kieran Culkin
1086,Alan Cumming
1087,Lee Curreri
1088,Peter Cushing
1089,Henry Czerny
1092,Mark Dacascos
1093,John Dahl
1095,Béatrice Dalle
1096,Timothy Dalton
1097,Charles Dance
1098,Rodney Dangerfield
1099,Jeff Daniels
1100,Blythe Danner
1101,Ted Danson
1102,Joe Dante
1103,Tony Danza
1104,Frank Darabont
1105,Linda Darnell
1107,Stacey Dash
1108,Robert Davi
1109,Jaye Davidson
1110,Embeth Davidtz
1111,Jeremy Davies
1112,Andrew Davis
1113,Brad Davis
1114,Judy Davis
1115,Ossie Davis
1116,Warwick Davis
1117,Bruce Davison
1118,Pam Dawber
1119,Yvonne De Carlo
1120,Vittorio De Sica
1121,Brandon De Wilde
1122,Ellen DeGeneres
1123,Dom DeLuise
1124,Cecil B. DeMille
1125,Benicio Del Toro
1127,Dana Delany
1128,Alain Delon
1129,Jonathan Demme
1130,Ted Demme
1131,Patrick Dempsey
1132,Judi Dench
1133,Brian Dennehy
1135,John Derek
1136,Bruce Dern
1137,William Devane
1139,Tom DiCillo
1141,Angie Dickinson
1143,Kevin Dillon
1145,Divine
1147,Shannen Doherty
1149,Richard Donner
1150,James Doohan
1151,Stephen Dorff
1152,Illeana Douglas
1153,Lesley-Anne Down
1154,Michael Dudikoff
1156,Olympia Dukakis
1157,Patty Duke
1158,Keir Dullea
1159,Faye Dunaway
1160,Adrian Dunbar
1162,Griffin Dunne
1163,Roy Dupuis
1164,Charles Durning
1165,Charles S. Dutton
1166,James Duval
1167,Shelley Duvall
1169,George Dzundza
1171,Buddy Ebsen
1172,Christopher Eccleston
1173,Aaron Eckhart
1175,Blake Edwards
1177,Chris Eigeman
1178,Sergei M. Eisenstein
1179,Anita Ekberg
1180,Britt Ekland
1181,Jack Elam
1182,Carmen Electra
1184,Jenna Elfman
1185,Hector Elizondo
1186,Denholm Elliott
1187,Noah Emmerich
1188,Nora Ephron
1191,Adam Sandler
1194,Jeff Fahey
1195,Douglas Fairbanks Jr.
1197,Anna Falchi
1199,Dennis Farina
1200,Gary Farmer
1201,Mia Farrow
1202,Rainer Werner Fassbinder
1204,Marty Feldman
1206,Abel Ferrara
1207,José Ferrer
1208,Miguel Ferrer
1209,William Fichtner
1210,Chelsea Field
1212,Joseph Fiennes
1213,Harvey Fierstein
1214,Mike Figgis
1215,Albert Finney
1216,Tara Fitzgerald
1217,Fionnula Flanagan
1218,Sean Patrick Flanery
1219,Gary Fleder
1221,Louise Fletcher
1222,Calista Flockhart
1223,Lara Flynn Boyle
1224,Errol Flynn
1225,Nina Foch
1226,James Foley
1227,Megan Follows
1228,Peter Fonda
1229,Glenn Ford
1231,Claire Forlani
1232,Milos Forman
1233,Robert Forster
1234,John Forsythe
1235,William Forsythe
1236,Meg Foster
1239,John Frankenheimer
1240,Dennis Franz
1241,Stephen Frears
1242,Matt Frewer
1243,William Friedkin
1246,Dan Futterman
1247,Eva Gabor
1250,Charlotte Gainsbourg
1251,Peter Gallagher
1252,Vincent Gallo
1253,Mason Gamble
1254,James Gandolfini
1255,Victor Garber
1256,Greta Garbo
1257,Ava Gardner
1258,James Garner
1260,John Gavin
1261,Rebecca Gayheart
1262,Ben Gazzara
1263,Jason Gedrick
1264,Sarah Michelle Gellar
1265,Susan George
1267,Balthazar Getty
1268,Estelle Getty
1269,Cynthia Gibb
1270,Brian Gibson
1272,Annabeth Gish
1273,Lillian Gish
1274,Paul Michael Glaser
1276,Jackie Gleason
1277,Scott Glenn
1278,John Glover
1281,Bobcat Goldthwait
1282,Tony Goldwyn
1283,Louis Gossett Jr.
1284,Michael Gough
1285,Elliott Gould
1286,Elizabeth Gracen
1287,Heather Graham
1288,Kelsey Grammer
1290,Richard E. Grant
1291,Rupert Graves
1293,Seth Green
1295,Graham Greene
1296,Lorne Greene
1297,Joel Grey
1299,Thomas Ian Griffith
1301,Charles Grodin
1302,Christopher Guest
1303,Carla Gugino
1304,Fred Gwynne
1305,Lukas Haas
1306,Larry Hagman
1309,Anthony Michael Hall
1310,Kevin Peter Hall
1311,Philip Baker Hall
1312,Geri Horner
1313,George Hamilton
1314,John Hannah
1315,Marcia Gay Harden
1316,Oliver Hardy
1317,Renny Harlin
1318,Jean Harlow
1319,Mark Harmon
1321,Richard Harris
1322,Rex Harrison
1323,Debbie Harry
1324,Ian Hart
1325,Hal Hartley
1326,Josh Hartnett
1327,David Hasselhoff
1328,Howard Hawks
1329,Nigel Hawthorne
1330,Sterling Hayden
1331,Todd Haynes
1332,Robert Hays
1334,John Heard
1335,Tippi Hedren
1336,Van Heflin
1337,Katherine Heigl
1338,Brian Helgeland
1339,Marg Helgenberger
1340,Katherine Helmond
1343,Carrie Henn
1344,Gregg Henry
1345,Jim Henson
1346,Edward Herrmann
1347,Barbara Hershey
1348,Werner Herzog
1349,Jennifer Love Hewitt
1350,Benny Hill
1351,George Roy Hill
1352,Terence Hill
1353,Walter Hill
1354,Ciarán Hinds
1355,Michael Hoffman
1356,Hulk Hogan
1357,Paul Hogan
1358,Hal Holbrook
1359,Sterling Holloway
1361,Tobe Hooper
1363,Jane Horrocks
1364,Bob Hoskins
1365,Whitney Houston
1366,Leslie Howard
1367,C. Thomas Howell
1368,Ernie Hudson
1369,Rock Hudson
1370,Finola Hughes
1371,Tom Hulce
1372,Bonnie Hunt
1373,Linda Hunt
1374,Jeffrey Hunter
1375,Kim Hunter
1376,Isabelle Huppert
1377,Olivia Hussey
1378,Anjelica Huston
1379,John Huston
1380,Jim Hutton
1381,Lauren Hutton
1382,Peter Hyams
1383,David Hyde Pierce
1384,Ice-T
1385,Eric Idle
1386,Natalie Imbruglia
1388,Amy Irving
1389,Chris Isaak
1390,Janet Jackson
1391,Michael Jackson
1392,Peter Jackson
1393,Irène Jacob
1394,Derek Jacobi
1395,Richard Jaeckel
1396,Mick Jagger
1397,Brion James
1398,Jenna Jameson
1399,Marianne Jean-Baptiste
1400,Michelle Johnson
1401,Angelina Jolie
1402,Terry Jones
1403,Neil Jordan
1404,Madeline Kahn
1405,Janusz Kaminski
1406,Carol Kane
1408,Shekhar Kapur
1409,Tchéky Karyo
1410,Lawrence Kasdan
1411,William Katt
1413,Julie Kavner
1414,Danny Kaye
1415,Elia Kazan
1416,Catherine Keener
1417,Brian Keith
1418,David Keith
1419,Sally Kellerman
1420,DeForest Kelley
1421,George Kennedy
1423,Richard Kiel
1424,Udo Kier
1425,Krzysztof Kieslowski
1426,Ben Kingsley
1427,Greg Kinnear
1428,Klaus Kinski
1429,Takeshi Kitano
1430,Jack Klugman
1431,Wayne Knight
1432,Charlie Korsmo
1433,Yaphet Kotto
1434,Kris Kristofferson
1435,Lisa Kudrow
1436,Swoosie Kurtz
1437,Emir Kusturica
1438,Neil LaBute
1439,Anthony LaPaglia
1440,Cheryl Ladd
1441,Christine Lahti
1442,Ricki Lake
1445,Martin Landau
1447,Nathan Lane
1448,Jessica Lange
1449,Frank Langella
1450,Angela Lansbury
1451,Queen Latifah
1452,Charles Laughton
1453,Piper Laurie
1454,Martin Lawrence
1455,Matt LeBlanc
1456,Kelly LeBrock
1457,James Le Gros
1458,Cloris Leachman
1459,Denis Leary
1460,Mimi Leder
1461,Virginie Ledoyen
1462,Jason Scott Lee
1463,Janet Leigh
1464,Kay Lenz
1466,Sergio Leone
1467,Jared Leto
1469,Barry Levinson
1470,Charlotte Lewis
1471,Jerry Lewis
1472,Jet Li
1473,Laura Linney
1474,Tommy 'Tiny' Lister
1475,John Lithgow
1476,Cleavon Little
1477,Robyn Lively
1479,Carole Lombard
1480,Shelley Long
1482,Courtney Love
1484,Jon Lovitz
1485,Myrna Loy
1486,Sidney Lumet
1487,John Lynch
1488,Kelly Lynch
1489,Paul Lynde
1490,Adrian Lyne
1491,Melanie Lynskey
1492,Kyle MacLachlan
1493,Peter MacNicol
1494,Ralph Macchio
1495,Patrick Macnee
1496,Amy Madigan
1497,Tobey Maguire
1498,John Mahoney
1499,Tina Majorino
1500,Karl Malden
1501,Louis Malle
1502,Luis Mandoki
