film,oseba,vloga
477348,0000849,igralec
477348,0000982,igralec
477348,0000437,igralec
268978,0000165,reziser
268978,0000128,igralec
268978,0000438,igralec
268978,0000124,igralec
268978,0001626,igralec
81505,0000040,reziser
81505,0000197,igralec
81505,0001167,igralec
81505,0515950,igralec
81505,0001079,igralec
119217,0001814,reziser
119217,0000245,igralec
119217,0000354,igralec
119217,0000255,igralec
119217,0001745,igralec
416449,0811583,reziser
416449,0124930,igralec
416449,0372176,igralec
416449,0920992,igralec
416449,0922035,igralec
208092,0005363,reziser
208092,0005458,igralec
208092,0000093,igralec
208092,0001125,igralec
208092,0001199,igralec
88247,0000116,reziser
88247,0000216,igralec
88247,0000157,igralec
88247,0000299,igralec
88247,0934902,igralec
95016,0001532,reziser
95016,0000246,igralec
95016,0000614,igralec
95016,0000889,igralec
95016,0001817,igralec
198781,0230032,reziser
198781,0798899,reziser
198781,0881279,reziser
198781,0000345,igralec
198781,0000422,igralec
198781,0316701,igralec
198781,0000114,igralec
1454468,0190859,reziser
1454468,0000113,igralec
1454468,0000123,igralec
1454468,0000438,igralec
1454468,1241511,igralec
1119646,0680846,reziser
1119646,0302108,igralec
1119646,0177896,igralec
1119646,0058581,igralec
1119646,1159180,igralec
246578,0446819,reziser
246578,0350453,igralec
246578,0540441,igralec
246578,0001521,igralec
246578,0651660,igralec
2488496,0009190,reziser
2488496,5397459,igralec
2488496,3915784,igralec
2488496,1209966,igralec
2488496,1727304,igralec
2267998,0000399,reziser
2267998,0000255,igralec
2267998,0683253,igralec
2267998,0000439,igralec
2267998,1347153,igralec
180093,0004716,reziser
180093,0000995,igralec
180093,0001467,igralec
180093,0000124,igralec
180093,0005541,igralec
78748,0000631,reziser
78748,0000244,igralec
78748,0000643,igralec
78748,0000457,igralec
78748,0001021,igralec
1392190,0004306,reziser
1392190,0362766,igralec
1392190,0000234,igralec
1392190,0396558,igralec
1392190,2368789,igralec
1205489,0000142,reziser
1205489,0000142,igralec
1205489,3057402,igralec
1205489,1542291,igralec
1205489,3115704,igralec
66921,0000040,reziser
66921,0000532,igralec
66921,0535861,igralec
66921,0060988,igralec
66921,0165049,igralec
1300854,0000948,reziser
1300854,0000375,igralec
1300854,0001602,igralec
1300854,0000569,igralec
1300854,0000332,igralec
947798,0004716,reziser
947798,0000204,igralec
947798,0005109,igralec
947798,0001993,igralec
947798,0000213,igralec
770828,0811583,reziser
770828,0147147,igralec
770828,0010736,igralec
770828,0788335,igralec
770828,0000178,igralec
435761,0881279,reziser
435761,0000158,igralec
435761,0000741,igralec
435761,0000349,igralec
435761,0000885,igralec
1201607,0946734,reziser
1201607,0705356,igralec
1201607,0914612,igralec
1201607,0342488,igralec
1201607,0002091,igralec
145487,0000600,reziser
145487,0001497,igralec
145487,0000379,igralec
145487,0000353,igralec
145487,0290556,igralec
118715,0001054,reziser
118715,0001053,reziser
118715,0000313,igralec
118715,0000422,igralec
118715,0000194,igralec
118715,0000114,igralec
86250,0000361,reziser
86250,0000199,igralec
86250,0000201,igralec
86250,0000874,igralec
86250,0001512,igralec
800369,0000110,reziser
800369,1165110,igralec
800369,0000164,igralec
800369,0000204,igralec
800369,1089991,igralec
211915,0000466,reziser
211915,0851582,igralec
211915,0440913,igralec
211915,0749363,igralec
211915,0186677,igralec
120915,0000184,reziser
120915,0000191,igralec
120915,0000553,igralec
120915,0000204,igralec
120915,0005157,igralec
317248,0576987,reziser
317248,0526199,reziser
317248,1179105,igralec
317248,0618690,igralec
317248,1129884,igralec
317248,1249574,igralec
1045658,0751102,reziser
1045658,0177896,igralec
1045658,2225369,igralec
1045658,0000134,igralec
1045658,0915865,igralec
264464,0000229,reziser
264464,0000138,igralec
264464,0000158,igralec
264464,0000686,igralec
264464,0000640,igralec
480249,1349376,reziser
480249,0000226,igralec
480249,0103797,igralec
480249,2253071,igralec
480249,0724757,igralec
1136608,0088955,reziser
1136608,1663205,igralec
1136608,3107870,igralec
1136608,2271261,igralec
1136608,1410076,igralec
1228705,0269463,reziser
1228705,0000375,igralec
1228705,0000620,igralec
1228705,0000569,igralec
1228705,0000332,igralec
383574,0893659,reziser
383574,0000136,igralec
383574,0089217,igralec
383574,0461136,igralec
383574,0202603,igralec
1074638,0005222,reziser
1074638,0185819,igralec
1074638,0000849,igralec
1074638,0365140,igralec
1074638,0001132,igralec
121766,0000184,reziser
121766,0159789,igralec
121766,0000204,igralec
121766,0000191,igralec
121766,0000168,igralec
1270798,0891216,reziser
1270798,0564215,igralec
1270798,1055413,igralec
1270798,2225369,igralec
1270798,0000102,igralec
97576,0000229,reziser
97576,0000148,igralec
97576,0000125,igralec
97576,0233145,igralec
97576,0001186,igralec
1877832,0001741,reziser
1877832,0001772,igralec
1877832,0005212,igralec
1877832,0413168,igralec
1877832,0564215,igralec
378194,0000233,reziser
378194,0000235,igralec
378194,0001016,igralec
378194,0000514,igralec
378194,0000435,igralec
1431045,1783265,reziser
1431045,0005351,igralec
1431045,1072555,igralec
1431045,2554352,igralec
1431045,4534098,igralec
418279,0000881,reziser
418279,0479471,igralec
418279,1083271,igralec
418279,0241049,igralec
418279,0879085,igralec
458339,0002653,reziser
458339,0262635,igralec
458339,0915989,igralec
458339,0000168,igralec
458339,2017943,igralec
75314,0000217,reziser
75314,0000134,igralec
75314,0000149,igralec
75314,0001732,igralec
75314,0000983,igralec
1675434,0619923,reziser
1675434,0865918,reziser
1675434,0167388,igralec
1675434,1082477,igralec
1675434,0494504,igralec
1675434,1109153,igralec
1504320,0393799,reziser
1504320,0000147,igralec
1504320,0001691,igralec
1504320,0000307,igralec
1504320,0001394,igralec
796366,0009190,reziser
796366,1517976,igralec
796366,0704270,igralec
796366,0670408,igralec
796366,0000559,igralec
60196,0001466,reziser
60196,0000142,igralec
60196,0908919,igralec
60196,0001812,igralec
60196,0321294,igralec
253474,0000591,reziser
253474,0004778,igralec
253474,0470981,igralec
253474,0277975,igralec
253474,0288976,igralec
1843866,0751577,reziser
1843866,0751648,reziser
1843866,0262635,igralec
1843866,0000168,igralec
1843866,0424060,igralec
1843866,0000602,igralec
1951264,1349376,reziser
1951264,2225369,igralec
1951264,1242688,igralec
1951264,2955013,igralec
1951264,0000450,igralec
440963,0339030,reziser
440963,0000354,igralec
440963,1183149,igralec
440963,0000260,igralec
440963,0005466,igralec
3659388,0000631,reziser
3659388,0000354,igralec
3659388,1567113,igralec
3659388,1325419,igralec
3659388,0544718,igralec
90605,0000116,reziser
90605,0000244,igralec
90605,0000299,igralec
90605,0001343,igralec
90605,0001663,igralec
892769,0213450,reziser
892769,0761498,reziser
892769,0059431,igralec
892769,0124930,igralec
892769,2395586,igralec
892769,0272401,igralec
93058,0000040,reziser
93058,0000546,igralec
93058,0000388,igralec
93058,0000352,igralec
93058,0000284,igralec
1170358,0001392,reziser
1170358,0005212,igralec
1170358,0293509,igralec
1170358,0035514,igralec
1170358,0832792,igralec
405159,0000142,reziser
405159,0005476,igralec
405159,0000142,igralec
405159,0000151,igralec
405159,0059431,igralec
936501,0603628,reziser
936501,0000553,igralec
936501,1192254,igralec
936501,0000463,igralec
936501,0650702,igralec
2278388,0027572,reziser
2278388,0000146,igralec
2278388,0000719,igralec
2278388,0023832,igralec
2278388,0004778,igralec
1285016,0000399,reziser
1285016,0251986,igralec
1285016,1940449,igralec
1285016,0005493,igralec
1285016,1913734,igralec
317705,0083348,reziser
317705,0005266,igralec
317705,0000168,igralec
317705,0000456,igralec
317705,0005134,igralec
2084970,0878763,reziser
2084970,1212722,igralec
2084970,0461136,igralec
2084970,0328828,igralec
2084970,1395602,igralec
988045,0005363,reziser
988045,0000375,igralec
988045,0000179,igralec
988045,1046097,igralec
988045,0835016,igralec
382932,0083348,reziser
382932,0684342,reziser
382932,0004951,igralec
382932,0738918,igralec
382932,0652663,igralec
382932,0000453,igralec
449088,0893659,reziser
449088,0000136,igralec
449088,0089217,igralec
449088,0461136,igralec
449088,0001691,igralec
1637725,0532235,reziser
1637725,0000242,igralec
1637725,0005109,igralec
1637725,0532235,igralec
1637725,0570364,igralec
381061,0132709,reziser
381061,0185819,igralec
381061,1200692,igralec
381061,0001132,igralec
381061,0942482,igralec
117951,0000965,reziser
117951,0000191,igralec
117951,0001971,igralec
117951,0001538,igralec
117951,0571727,igralec
2395427,0923736,reziser
2395427,0000375,igralec
2395427,0262635,igralec
2395427,0749263,igralec
2395427,1165110,igralec
457430,0868219,reziser
457430,1419440,igralec
457430,0317725,igralec
457430,0530365,igralec
457430,0893941,igralec
126029,0011470,reziser
126029,0421776,reziser
126029,0000196,igralec
126029,0000552,igralec
126029,0000139,igralec
126029,0001475,igralec
816711,0286975,reziser
816711,0000093,igralec
816711,0257969,igralec
816711,2020146,igralec
816711,0197647,igralec
121765,0000184,reziser
121765,0159789,igralec
121765,0000204,igralec
121765,0000191,igralec
121765,0000489,igralec
114746,0000416,reziser
114746,0000246,igralec
114746,0000656,igralec
114746,0000093,igralec
114746,0577828,igralec
83658,0000631,reziser
83658,0000148,igralec
83658,0000442,igralec
83658,0000707,igralec
83658,0001579,igralec
421715,0000399,reziser
421715,0000093,igralec
421715,0000949,igralec
421715,0842770,igralec
421715,0000566,igralec
1670345,0504642,reziser
1670345,0251986,igralec
1670345,0996669,igralec
1670345,0749263,igralec
1670345,0000437,igralec
116282,0001054,reziser
116282,0001053,reziser
116282,0000513,igralec
116282,0000531,igralec
116282,0000114,igralec
116282,0001780,igralec
1446714,0000631,reziser
1446714,0636426,igralec
1446714,1334869,igralec
1446714,1055413,igralec
1446714,0000234,igralec
120903,0001741,reziser
120903,0001772,igralec
120903,0413168,igralec
120903,0005212,igralec
120903,0000463,igralec
1024648,0000255,reziser
1024648,0000255,igralec
1024648,0186505,igralec
1024648,0000422,igralec
1024648,0000273,igralec
948470,1989536,reziser
948470,1940449,igralec
948470,1297015,igralec
948470,0406975,igralec
948470,0451234,igralec
78788,0000338,reziser
78788,0000640,igralec
78788,0000008,igralec
78788,0000380,igralec
78788,0002078,igralec
50083,0001486,reziser
50083,0000020,igralec
50083,0002011,igralec
50083,0000842,igralec
50083,0275835,igralec
241527,0001060,reziser
241527,0705356,igralec
241527,0342488,igralec
241527,0001321,igralec
241527,0001749,igralec
2024544,2588606,reziser
2024544,0252230,igralec
2024544,0931324,igralec
2024544,1055413,igralec
2024544,0000093,igralec
454876,0000487,reziser
454876,4139037,igralec
454876,0451234,igralec
454876,1300009,igralec
454876,0007102,igralec
107048,0000601,reziser
107048,0000195,igralec
107048,0000510,igralec
107048,0254402,igralec
107048,0864997,igralec
1250777,0891216,reziser
1250777,1093951,igralec
1250777,0000115,igralec
1250777,1631269,igralec
1250777,0113595,igralec
1631867,0510731,reziser
1631867,0000129,igralec
1631867,1289434,igralec
1631867,0000200,igralec
1631867,0322407,igralec
780504,0716347,reziser
780504,0331516,igralec
780504,1659547,igralec
780504,0186505,igralec
780504,0000983,igralec
113277,0000520,reziser
113277,0000199,igralec
113277,0000134,igralec
113277,0000174,igralec
113277,0000685,igralec
116629,0000386,reziser
116629,0000226,igralec
116629,0000597,igralec
116629,0000156,igralec
116629,0001521,igralec
62622,0000040,reziser
62622,0001158,igralec
62622,0516972,igralec
62622,0843213,igralec
62622,0725220,igralec
1276104,0426059,reziser
1276104,0330687,igralec
1276104,0000246,igralec
1276104,1289434,igralec
1276104,0200452,igralec
758758,0000576,reziser
758758,0386472,igralec
758758,0000681,igralec
758758,0001416,igralec
758758,0001315,igralec
1663202,0327944,reziser
1663202,0000138,igralec
1663202,0362766,igralec
1663202,2401020,igralec
1663202,1727304,igralec
54215,0000033,reziser
54215,0000578,igralec
54215,0001463,igralec
54215,0587256,igralec
54215,0001260,igralec
118799,0000905,reziser
118799,0000905,igralec
118799,0000971,igralec
118799,0134493,igralec
118799,0243842,igralec
2294629,0118333,reziser
2294629,1601644,reziser
2294629,0068338,igralec
2294629,0579953,igralec
2294629,2676147,igralec
2294629,1265802,igralec
829482,0609549,reziser
829482,0148418,igralec
829482,1706767,igralec
829482,2395586,igralec
829482,0352778,igralec
369610,1119880,reziser
369610,0695435,igralec
369610,0397171,igralec
369610,1339223,igralec
369610,0339460,igralec
245429,0594503,reziser
245429,0153738,igralec
245429,0687189,igralec
245429,0997115,igralec
245429,0383708,igralec
234215,0905154,reziser
234215,0905152,reziser
234215,0000206,igralec
234215,0000401,igralec
234215,0005251,igralec
234215,0915989,igralec
1219289,1139726,reziser
1219289,0177896,igralec
1219289,0295484,igralec
1219289,0180411,igralec
1219289,0000134,igralec
1981115,0851930,reziser
1981115,1165110,igralec
1981115,0000204,igralec
1981115,1089991,igralec
1981115,0001745,igralec
120735,0005363,reziser
120735,0002076,igralec
120735,0002077,igralec
120735,0602941,igralec
120735,0005458,igralec
119488,0000436,reziser
119488,0000228,igralec
119488,0000128,igralec
119488,0001602,igralec
119488,0000107,igralec
73195,0000229,reziser
73195,0001702,igralec
73195,0001727,igralec
73195,0000377,igralec
73195,0308882,igralec
467406,0718646,reziser
467406,0680983,igralec
467406,0148418,igralec
467406,0004950,igralec
467406,0000867,igralec
316654,0000600,reziser
316654,0001497,igralec
316654,0000379,igralec
316654,0000547,igralec
316654,0290556,igralec
258463,0510731,reziser
258463,0004376,igralec
258463,0000354,igralec
258463,0177933,igralec
258463,0654110,igralec
2582802,3227090,reziser
2582802,1886602,igralec
2582802,0799777,igralec
2582802,2552034,igralec
2582802,0001663,igralec
1232829,0520488,reziser
1232829,0588087,reziser
1232829,1706767,igralec
1232829,1475594,igralec
1232829,0001084,igralec
1232829,0488953,igralec
290334,0001741,reziser
290334,0001772,igralec
290334,0413168,igralec
290334,0000932,igralec
290334,0005212,igralec
119654,0001756,reziser
119654,0000169,igralec
119654,0000226,igralec
119654,0000400,igralec
119654,0000352,igralec
1318514,1012501,reziser
1318514,0290556,igralec
1318514,0785227,igralec
1318514,2951768,igralec
1318514,0465269,igralec
240772,0001752,reziser
240772,0000123,igralec
240772,0000093,igralec
240772,0000210,igralec
240772,0000354,igralec
2802144,0891216,reziser
2802144,0000147,igralec
2802144,5473782,igralec
2802144,0000168,igralec
2802144,0000323,igralec
2975590,0811583,reziser
2975590,0000255,igralec
2975590,0147147,igralec
2975590,0010736,igralec
2975590,0251986,igralec
450259,0001880,reziser
450259,0000138,igralec
450259,0005023,igralec
450259,0000124,igralec
450259,2218894,igralec
181689,0000229,reziser
181689,0000129,igralec
181689,0268199,igralec
181689,0608090,igralec
181689,0001884,igralec
2562232,0327944,reziser
2562232,0000474,igralec
2562232,0302108,igralec
2562232,0001570,igralec
2562232,2057859,igralec
332280,0001024,reziser
332280,0001687,igralec
332280,0001258,igralec
332280,1046097,igralec
332280,0331516,igralec
1408101,0009190,reziser
1408101,1517976,igralec
1408101,0704270,igralec
1408101,0757855,igralec
1408101,1212722,igralec
365748,0942367,reziser
365748,0670408,igralec
365748,0296545,igralec
365748,0038918,igralec
365748,0205063,igralec
162222,0000709,reziser
162222,0000158,igralec
162222,0000166,igralec
162222,0584052,igralec
162222,0925096,igralec
409459,0811583,reziser
409459,0355097,igralec
409459,0933940,igralec
409459,0001303,igralec
409459,0015196,igralec
295297,0001060,reziser
295297,0705356,igralec
295297,0342488,igralec
295297,0914612,igralec
295297,0001321,igralec
343818,0001639,reziser
343818,0000226,igralec
343818,0005256,igralec
343818,0339304,igralec
343818,0876138,igralec
1392214,0898288,reziser
1392214,0413168,igralec
1392214,0350453,igralec
1392214,0205626,igralec
1392214,0502425,igralec
34583,0002031,reziser
34583,0000007,igralec
34583,0000006,igralec
34583,0002134,igralec
34583,0001647,igralec
1483013,2676052,reziser
1483013,0000129,igralec
1483013,0000151,igralec
1483013,2057859,igralec
1483013,1385871,igralec
1156398,0281508,reziser
1156398,0251986,igralec
1156398,1297015,igralec
1156398,0000437,igralec
1156398,1113550,igralec
1323594,1853544,reziser
1323594,0719208,reziser
1323594,0136797,igralec
1323594,0781981,igralec
1323594,1258970,igralec
1323594,0000267,igralec
330373,0001565,reziser
330373,0705356,igralec
330373,0914612,igralec
330373,0342488,igralec
330373,0843059,igralec
120363,0005124,reziser
120363,0105169,reziser
120363,0881279,reziser
120363,0000158,igralec
120363,0000741,igralec
120363,0000349,igralec
120363,0001288,igralec
304141,0190859,reziser
304141,0705356,igralec
304141,0914612,igralec
304141,0342488,igralec
304141,0341743,igralec
413300,0000600,reziser
413300,0001497,igralec
413300,0000379,igralec
413300,0333410,igralec
413300,0002006,igralec
376994,0711840,reziser
376994,0001772,igralec
376994,0413168,igralec
376994,0000932,igralec
376994,0000463,igralec
95953,0001469,reziser
95953,0000163,igralec
95953,0000129,igralec
95953,0000420,igralec
95953,0596520,igralec
71853,0000416,reziser
71853,0001402,reziser
71853,0001037,igralec
71853,0000092,igralec
71853,0001385,igralec
71853,0000416,igralec
332452,0000583,reziser
332452,0000093,igralec
332452,0051509,igralec
332452,0089217,igralec
332452,0002103,igralec
1663662,0868219,reziser
1663662,0252961,igralec
1663662,0402271,igralec
1663662,0452860,igralec
1663662,0206359,igralec
945513,1512910,reziser
945513,0350453,igralec
945513,1157358,igralec
945513,0267812,igralec
945513,0942482,igralec
1022603,1989536,reziser
1022603,0221046,igralec
1022603,0330687,igralec
1022603,0034309,igralec
1022603,1631269,igralec
75148,0000814,reziser
75148,0000230,igralec
75148,0001735,igralec
75148,0949350,igralec
75148,0001835,igralec
1411697,0680846,reziser
1411697,0177896,igralec
1411697,0302108,igralec
1411697,1159180,igralec
1411697,0058581,igralec
469494,0000759,reziser
469494,0000358,igralec
469494,0200452,igralec
469494,0001354,igralec
469494,2872491,igralec
1570728,0275629,reziser
1570728,0720135,reziser
1570728,0136797,igralec
1570728,0331516,igralec
1570728,0000194,igralec
1570728,1297015,igralec
1298650,0551128,reziser
1298650,0000136,igralec
1298650,0004851,igralec
1298650,0574534,igralec
1298650,0001691,igralec
1229238,0083348,reziser
1229238,0000129,igralec
1229238,0719637,igralec
1229238,0670408,igralec
1229238,1745736,igralec
242653,0905154,reziser
242653,0905152,reziser
242653,0000206,igralec
242653,0000401,igralec
242653,0005251,igralec
242653,0915989,igralec
1343092,0525303,reziser
1343092,0000138,igralec
1343092,1659547,igralec
1343092,0249291,igralec
1343092,0001497,igralec
458525,0004303,reziser
458525,0413168,igralec
458525,0000630,igralec
458525,0005351,igralec
458525,0396812,igralec
206634,0190859,reziser
206634,0000194,igralec
206634,0654110,igralec
206634,0252230,igralec
206634,0000323,igralec
375679,0353673,reziser
375679,0000332,igralec
375679,0000113,igralec
375679,0628601,igralec
375679,0037410,igralec
144084,0366004,reziser
144084,0000288,igralec
144084,0857620,igralec
144084,0524197,igralec
144084,0756083,igralec
1800241,0751102,reziser
1800241,0000288,igralec
1800241,0010736,igralec
1800241,0177896,igralec
1800241,2225369,igralec
1798709,0005069,reziser
1798709,0001618,igralec
1798709,0010736,igralec
1798709,0424060,igralec
1798709,1913734,igralec
364569,0661791,reziser
364569,0158856,igralec
364569,0949167,igralec
364569,1367246,igralec
364569,1203041,igralec
289879,0107774,reziser
289879,0344259,reziser
289879,0005110,igralec
289879,0005442,igralec
289879,0001828,igralec
289879,0711805,igralec
99487,0000318,reziser
99487,0000136,igralec
99487,0000213,igralec
99487,0001848,igralec
99487,0001309,igralec
2096673,0230032,reziser
2096673,0215455,reziser
2096673,0688132,igralec
2096673,0352778,igralec
2096673,0085400,igralec
2096673,1411676,igralec
2310332,0001392,reziser
2310332,0005212,igralec
2310332,0293509,igralec
2310332,0035514,igralec
2310332,0000949,igralec
373889,0946734,reziser
373889,0705356,igralec
373889,0914612,igralec
373889,0342488,igralec
373889,0322407,igralec
449059,0206760,reziser
449059,0267512,reziser
449059,0136797,igralec
449059,0001057,igralec
449059,0001427,igralec
449059,1113550,igralec
425112,0942367,reziser
425112,0670408,igralec
425112,0296545,igralec
425112,0293509,igralec
425112,0631490,igralec
1659337,0154716,reziser
1659337,0503567,igralec
1659337,0914612,igralec
1659337,3009232,igralec
1659337,0748620,igralec
1499658,1164861,reziser
1499658,0000867,igralec
1499658,0206359,igralec
1499658,0837177,igralec
1499658,2528248,igralec
372183,0339030,reziser
372183,0000354,igralec
372183,0004376,igralec
372183,0000260,igralec
372183,0004051,igralec
356910,0510731,reziser
356910,0000093,igralec
356910,0001401,igralec
356910,0111013,igralec
356910,0000681,igralec
319061,0000318,reziser
319061,0000191,igralec
319061,0001215,igralec
319061,0001082,igralec
319061,0001448,igralec
1099212,0362566,reziser
1099212,0829576,igralec
1099212,1500155,igralec
1099212,0121605,igralec
1099212,1020124,igralec
448157,0000916,reziser
448157,0000226,igralec
