id,ime
822,Jim Backus
824,John Badham
829,Stuart Baird
833,Joe Don Baker
834,Kathy Baker
837,Bob Balaban
842,Martin Balsam
843,Anne Bancroft
849,Javier Bardem
850,Clive Barker
855,Raymond J. Barry
859,Lionel Barrymore
867,Jason Bateman
870,Kathy Bates
874,Steven Bauer
876,Noah Baumbach
879,Anne Baxter
881,Michael Bay
885,Ned Beatty
886,Warren Beatty
889,Bonnie Bedelia
892,Jason Beghe
895,Barbara Bel Geddes
897,Ralph Bellamy
899,Monica Bellucci
901,Jean-Paul Belmondo
905,Roberto Benigni
906,Annette Bening
913,Robby Benson
914,Robert Benton
915,Bruce Beresford
916,Peter Berg
920,Patrick Bergin
922,Sandahl Bergman
925,Steven Berkoff
928,Sandra Bernhard
929,Corbin Bernsen
931,Elizabeth Berridge
932,Halle Berry
934,Bernardo Bertolucci
937,Richard Beymer
938,Daniela Bianchi
941,Kathryn Bigelow
947,Karen Black
948,Shane Black
949,Cate Blanchett
950,Brenda Blethyn
954,Jon Bon Jovi
955,Ward Bond
956,Lisa Bonet
957,Jan de Bont
958,John Boorman
959,Powers Boothe
960,Barry Bostwick
962,Carole Bouquet
963,Stephen Boyd
965,Danny Boyle
966,Lorraine Bracco
969,Lillo Brancato
971,Nicoletta Braschi
973,Benjamin Bratt
976,Martin Brest
977,Beau Bridges
978,Lloyd Bridges
979,Wilford Brimley
980,Jim Broadbent
982,Josh Brolin
983,Albert Brooks
985,James L. Brooks
986,Bryan Brown
987,Jim Brown
989,Yul Brynner
993,Carol Burnett
995,Ellen Burstyn
996,LeVar Burton
997,Gary Busey
998,Jake Busey
1001,James Caan
1003,Simon Callow
1005,Jane Campion
1006,John Candy
1008,Frank Capra
1009,Kate Capshaw
1012,Claudia Cardinale
1014,Mariah Carey
1015,Robert Carlyle
1016,David Carradine
1017,John Carradine
1021,Veronica Cartwright
1022,Dana Carvey
1023,John Cassavetes
1024,Nick Cassavetes
1025,Seymour Cassel
1026,Joanna Cassidy
1029,Jim Caviezel
1030,John Cazale
1036,Geraldine Chaplin
1037,Graham Chapman
1038,Josh Charles
1040,Joan Chen
1041,Maggie Cheung
1042,Lois Chiles
1043,Anna Chlumsky
1044,Rae Dawn Chong
1046,Julie Christie
1047,Michael Cimino
1053,Ethan Coen
1054,Joel Coen
1055,Claudette Colbert
1056,Dabney Coleman
1057,Toni Collette
1059,Robbie Coltrane
1060,Chris Columbus
1063,Jeff Conaway
1065,Harry Connick Jr.
1067,Jackie Coogan
1068,Sofia Coppola
1069,Bud Cort
1072,Joseph Cotten
1073,Courteney Cox
1074,Ronny Cox
1075,Peter Coyote
1077,Richard Crenna
1079,Scatman Crothers
1081,Cameron Crowe
1082,Billy Crudup
1083,Jon Cryer
1084,Ice Cube
1085,Kieran Culkin
1086,Alan Cumming
1089,Henry Czerny
1093,John Dahl
1096,Timothy Dalton
1097,Charles Dance
1098,Rodney Dangerfield
1099,Jeff Daniels
1100,Blythe Danner
1102,Joe Dante
1103,Tony Danza
1104,Frank Darabont
1107,Stacey Dash
1108,Robert Davi
1109,Jaye Davidson
1110,Embeth Davidtz
1111,Jeremy Davies
1112,Andrew Davis
1113,Brad Davis
1114,Judy Davis
1115,Ossie Davis
1116,Warwick Davis
1120,Vittorio De Sica
1122,Ellen DeGeneres
1125,Benicio Del Toro
1129,Jonathan Demme
1130,Ted Demme
1131,Patrick Dempsey
1132,Judi Dench
1133,Brian Dennehy
1136,Bruce Dern
1143,Kevin Dillon
1147,Shannen Doherty
1149,Richard Donner
1150,James Doohan
1151,Stephen Dorff
1152,Illeana Douglas
1156,Olympia Dukakis
1158,Keir Dullea
1159,Faye Dunaway
1162,Griffin Dunne
1164,Charles Durning
1165,Charles S. Dutton
1167,Shelley Duvall
1169,George Dzundza
1171,Buddy Ebsen
1172,Christopher Eccleston
1173,Aaron Eckhart
1175,Blake Edwards
1180,Britt Ekland
1182,Carmen Electra
1184,Jenna Elfman
1185,Hector Elizondo
1186,Denholm Elliott
1187,Noah Emmerich
1188,Nora Ephron
1191,Adam Sandler
1199,Dennis Farina
1200,Gary Farmer
1201,Mia Farrow
1204,Marty Feldman
1208,Miguel Ferrer
1209,William Fichtner
1210,Chelsea Field
1212,Joseph Fiennes
1213,Harvey Fierstein
1214,Mike Figgis
1215,Albert Finney
1217,Fionnula Flanagan
1218,Sean Patrick Flanery
1219,Gary Fleder
1221,Louise Fletcher
1223,Lara Flynn Boyle
1226,James Foley
1228,Peter Fonda
1231,Claire Forlani
1232,Milos Forman
1233,Robert Forster
1234,John Forsythe
1235,William Forsythe
1236,Meg Foster
1239,John Frankenheimer
1240,Dennis Franz
1241,Stephen Frears
1242,Matt Frewer
1243,William Friedkin
1247,Eva Gabor
1250,Charlotte Gainsbourg
1251,Peter Gallagher
1254,James Gandolfini
1258,James Garner
1260,John Gavin
1262,Ben Gazzara
1264,Sarah Michelle Gellar
1273,Lillian Gish
1274,Paul Michael Glaser
1276,Jackie Gleason
1277,Scott Glenn
1278,John Glover
1281,Bobcat Goldthwait
1282,Tony Goldwyn
1286,Elizabeth Gracen
1287,Heather Graham
1288,Kelsey Grammer
1290,Richard E. Grant
1291,Rupert Graves
1293,Seth Green
1295,Graham Greene
1301,Charles Grodin
1302,Christopher Guest
1303,Carla Gugino
1304,Fred Gwynne
1305,Lukas Haas
1309,Anthony Michael Hall
1310,Kevin Peter Hall
1311,Philip Baker Hall
1314,John Hannah
1315,Marcia Gay Harden
1317,Renny Harlin
1319,Mark Harmon
1321,Richard Harris
1322,Rex Harrison
1323,Debbie Harry
1326,Josh Hartnett
1327,David Hasselhoff
1328,Howard Hawks
1329,Nigel Hawthorne
1330,Sterling Hayden
1331,Todd Haynes
1332,Robert Hays
1334,John Heard
1335,Tippi Hedren
1337,Katherine Heigl
1338,Brian Helgeland
1340,Katherine Helmond
1343,Carrie Henn
1344,Gregg Henry
1345,Jim Henson
1347,Barbara Hershey
1348,Werner Herzog
1349,Jennifer Love Hewitt
1351,George Roy Hill
1353,Walter Hill
1354,Ciarán Hinds
1357,Paul Hogan
1358,Hal Holbrook
1359,Sterling Holloway
1361,Tobe Hooper
1364,Bob Hoskins
1365,Whitney Houston
1367,C. Thomas Howell
1368,Ernie Hudson
1371,Tom Hulce
1372,Bonnie Hunt
1373,Linda Hunt
1374,Jeffrey Hunter
1375,Kim Hunter
1376,Isabelle Huppert
1378,Anjelica Huston
1379,John Huston
1382,Peter Hyams
1385,Eric Idle
1386,Natalie Imbruglia
1388,Amy Irving
1392,Peter Jackson
1393,Irène Jacob
1394,Derek Jacobi
1401,Angelina Jolie
1402,Terry Jones
1403,Neil Jordan
1404,Madeline Kahn
1406,Carol Kane
1408,Shekhar Kapur
1410,Lawrence Kasdan
1413,Julie Kavner
1415,Elia Kazan
1416,Catherine Keener
1420,DeForest Kelley
1421,George Kennedy
1423,Richard Kiel
1424,Udo Kier
1425,Krzysztof Kieslowski
1426,Ben Kingsley
1427,Greg Kinnear
1429,Takeshi Kitano
1431,Wayne Knight
1433,Yaphet Kotto
1434,Kris Kristofferson
1435,Lisa Kudrow
1439,Anthony LaPaglia
1445,Martin Landau
1447,Nathan Lane
1448,Jessica Lange
1449,Frank Langella
1450,Angela Lansbury
1451,Queen Latifah
1452,Charles Laughton
1453,Piper Laurie
1454,Martin Lawrence
1455,Matt LeBlanc
1456,Kelly LeBrock
1458,Cloris Leachman
1459,Denis Leary
1460,Mimi Leder
1461,Virginie Ledoyen
1463,Janet Leigh
1466,Sergio Leone
1467,Jared Leto
1469,Barry Levinson
1471,Jerry Lewis
1472,Jet Li
1473,Laura Linney
1474,Tommy 'Tiny' Lister
1475,John Lithgow
1476,Cleavon Little
1482,Courtney Love
1486,Sidney Lumet
1490,Adrian Lyne
1491,Melanie Lynskey
1492,Kyle MacLachlan
1493,Peter MacNicol
1494,Ralph Macchio
1496,Amy Madigan
1497,Tobey Maguire
1498,John Mahoney
1499,Tina Majorino
1500,Karl Malden
1507,Cheech Marin
1508,Penny Marshall
1510,Strother Martin
1512,Mary Elizabeth Mastrantonio
1513,Tim Matheson
1517,Catherine McCormack
1518,Dylan McDermott
1520,Christopher McDonald
1521,Mary McDonnell
1522,Roddy McDowall
1523,Natascha McElhone
1524,Paul McGann
1526,Patrick McGoohan
1527,Elizabeth McGovern
1532,John McTiernan
1533,Meat Loaf
1535,Dale Midkiff
1536,Toshirô Mifune
1537,Ray Milland
1538,Jonny Lee Miller
1542,Jay Mohr
1543,Gretchen Mol
1544,Ricardo Montalban
1547,Agnes Moorehead
1548,Rick Moranis
1550,Cathy Moriarty
1552,Pat Morita
1556,David Morse
1557,Viggo Mortensen
1562,Kathy Najimy
1565,Mike Newell
1566,Mike Nichols
1567,Connie Nielsen
1570,Edward Norton
1571,Kim Novak
1573,Catherine O'Hara
1574,Michael O'Keefe
1576,Heather O'Rourke
1579,Edward James Olmos
1581,Mary-Kate Olsen
1583,Jerry Orbach
1584,Miranda Otto
1587,Alan J. Pakula
1588,Jack Palance
1589,Michael Palin
1590,Chazz Palminteri
1592,Joe Pantoliano
1593,Anna Paquin
1597,Mandy Patinkin
1598,Robert Patrick
1599,Will Patton
1601,David Paymer
1602,Guy Pearce
1603,Sam Peckinpah
1605,Amanda Peet
1606,Chris Penn
1608,Barry Pepper
1609,Rosie Perez
1610,Elizabeth Perkins
1612,Matthew Perry
1614,Lori Petty
1615,Elizabeth Peña
1616,Mekhi Phifer
1618,Joaquin Phoenix
1620,Slim Pickens
1623,Maria Pitillo
1624,Oliver Platt
1626,Christopher Plummer
1627,Sidney Poitier
1628,Sydney Pollack
1629,Kevin Pollak
1631,Sarah Polley
1632,Teri Polo
1633,Annie Potts
1634,CCH Pounder
1636,Priscilla Presley
1638,Jürgen Prochnow
1639,Alex Proyas
1642,Randy Quaid
1644,Aidan Quinn
1647,Claude Rains
1648,Charlotte Rampling
1650,Michael Rapaport
1652,John Ratzenberger
1653,Stephen Rea
1656,Donna Reed
1657,Oliver Reed
1659,Christopher Reeve
1661,Rob Reiner
1662,Judge Reinhold
1663,Paul Reiser
1664,James Remar
1665,Lee Remick
1666,Debbie Reynolds
1667,Jonathan Rhys Meyers
1669,Miranda Richardson
1670,Natasha Richardson
1671,Diana Rigg
1673,Jason Robards
1674,Chris Rock
1675,Robert Rodriguez
1679,Mark Rolston
1680,Robert Romanus
1681,George A. Romero
1682,Mickey Rooney
1684,Katharine Ross
1687,Gena Rowlands
1688,Alan Ruck
1691,Geoffrey Rush
1693,Eva Marie Saint
1695,George Sanders
1696,Julian Sands
1697,Chris Sarandon
1698,John Savage
1699,Telly Savalas
1701,Devon Sawa
1702,Roy Scheider
1705,Rob Schneider
1706,Michael Schoeffling
1708,Joel Schumacher
1709,Til Schweiger
1710,David Schwimmer
1711,Annabella Sciorra
1713,Izabella Scorupco
1714,Campbell Scott
1715,George C. Scott
1716,Tony Scott
1718,Kyra Sedgwick
1719,George Segal
1721,Chloë Sevigny
1722,Rufus Sewell
1723,Tom Shadyac
1724,Tony Shalhoub
1725,Omar Sharif
1726,Helen Shaver
1727,Robert Shaw
1731,Sam Shepard
1732,Cybill Shepherd
1735,Talia Shire
1737,Martin Short
1739,Jean Simmons
1740,O.J. Simpson
1741,Bryan Singer
1744,Tom Sizemore
1745,Stellan Skarsgård
1746,Ione Skye
1747,Charles Martin Smith
1748,Kurtwood Smith
1749,Maggie Smith
1752,Steven Soderbergh
1756,Barry Sonnenfeld
1757,Kevin Sorbo
1758,Timothy Spall
1762,Jill St. John
1763,Nick Stahl
1765,Harry Dean Stanton
1766,Barbara Stanwyck
1768,Rod Steiger
1772,Patrick Stewart
1773,David Ogden Stiers
1774,Ben Stiller
1777,Dean Stockwell
1778,Matt Stone
1780,Peter Stormare
1787,Jeffrey Tambor
1788,Jessica Tandy
1789,Andrei Tarkovsky
1792,Rod Taylor
1794,Henry Thomas
1797,Rachel Ticotin
1800,Rip Torn
1803,Danny Trejo
1804,Stanley Tucci
1806,John Turturro
1808,Tracey Ullman
1811,Peter Ustinov
1812,Lee Van Cleef
1813,Dick Van Dyke
1814,Gus Van Sant
1815,Jim Varney
1817,Reginald VelJohnson
1822,Robert Wagner
1824,Ally Walker
1825,Andrew Kevin Walker
1826,M. Emmet Walsh
1827,Ray Walston
1828,Melora Walters
1831,David Warner
1833,Emily Watson
1834,Damon Wayans
1835,Carl Weathers
1837,Peter Weir
1838,Rachel Weisz
1840,Ming-Na Wen
1844,Frank Whaley
1845,Forest Whitaker
1848,Dianne Wiest
1850,Billy Dee Williams
1851,JoBeth Williams
1852,Treat Williams
1853,Vanessa Williams
1854,Rita Wilson
1855,Thomas F. Wilson
1856,Oprah Winfrey
1857,Henry Winkler
1858,Mare Winningham
1859,Shelley Winters
1860,Alicia Witt
1865,Amy Yasbeck
1868,Michael York
1872,Steve Zahn
1876,Catherine Zeta-Jones
1878,David Zucker
1880,Edward Zwick
1881,Maryam d'Abo
1882,Olivia d'Abo
1884,Max von Sydow
1885,Lars von Trier
1887,Paul Brickman
1915,Emile Ardolino
1923,Margaret Avery
1924,Hoyt Axton
1943,Marisa Berenson
1950,Steve Bisley
1951,Björk
1952,Rubén Blades
1953,Moritz Bleibtreu
1961,Ray Bolger
1967,Peter Boyle
1970,Klaus Maria Brandauer
1971,Ewen Bremner
1975,Roscoe Lee Browne
1982,Sebastian Cabot
1988,Marc Caro
1990,Elpidia Carrillo
1991,Leo G. Carroll
1993,Vincent Cassel
1994,Michael Caton-Jones
1995,George Chakiris
2006,Thomas Haden Church
2011,Lee J. Cobb
2023,Matt Craven
2027,Ben Cross
2030,George Cukor
2031,Michael Curtiz
2034,Jane Darwell
2039,Ruby Dee
2041,Dean Devlin
2044,Roger Donaldson
2045,Stanley Donen
2057,Richard Edson
2060,Lisa Eilbacher
2062,Kathryn Erbe
2064,Giancarlo Esposito
2070,Richard Farnsworth
2071,Will Ferrell
2075,Peter Finch
2076,Jason Flemyng
2077,Dexter Fletcher
2078,Frederic Forrest
2085,Gert Fröbe
2090,Zach Galligan
2091,Michael Gambon
2097,Bob Geldof
2103,Julian Glover
2104,Paulette Goddard
2106,Ruth Gordon
2110,Rodney A. Grant
2114,Kim Greist
2120,Lasse Hallström
2131,Laurence Harvey
2132,Amy Heckerling
2134,Paul Henreid
2141,Celeste Holm
2145,Trevor Howard
2154,Alfred Abel
2159,Alejandro Agresti
2191,Jacques Audiard
2231,Gian Maria Volontè
2233,Erich von Stroheim
2253,John Carroll Lynch
2332,Stephen Lang
2337,Roger Christian
2339,Allen Coulter
2369,John Williams
2436,Shannon Elizabeth
2536,Emmy Rossum
2653,Joe Johnston
2657,Gary Ross
2668,George 'Buck' Flower
2728,Juan José Campanella
2892,Wally Pfister
2907,Alexander Skarsgård
3021,Chris McKay
3044,Michael Jordan
3069,James DuMont
3088,Chris Noonan
3160,Christopher McQuarrie
3244,Jordi Mollà
3343,Rob Schmidt
3418,Rob Cohen
3423,Peter MacDonald
3458,Steven R. Monroe
3506,James Mangold
3593,Fred Zinnemann
3620,Kevin Smith
3638,F.W. Murnau
3697,Florian Henckel von Donnersmarck
3817,Michael Clarke Duncan
3870,Marilyn Ghigliotti
3909,Michael Lonsdale
4051,Brian Cox
4056,Andrew Stanton
4217,André Øvredal
4234,Alfonso Gomez-Rejon
4266,Anne Hathaway
4286,Clifton Collins Jr.
4303,Gavin Hood
4306,George Miller
4332,Robert B. Weide
4376,Franka Potente
4395,Adam Scott
4410,Mark Neveldine
4418,Kajol
4423,Gerry Robert Byrne
4462,Jean-Louis Trintignant
4486,Bruno Ganz
4517,Jason Alexander
4569,Sanjay Dutt
4650,Marisa Paredes
4675,Phil Alden Robinson
4691,Aaliyah
4692,Mark Addy
4694,Christina Aguilera
4695,Jessica Alba
4715,Will Arnett
4716,Darren Aronofsky
